,full_name,bioguide_id,govtrack_id,pct,birthday,gender,election_date,party,senate_class,stage,cycle,start_date,end_date,ranked_choice_reallocated,name,congressional
1961,Debbie Stabenow,S000770,300093,51.9,1950-04-29,F,2018-11-06,Democrat,1.0,general,2018,2018-10-24,2018-10-26,False,debbiestabenow,115
1962,Debbie Stabenow,S000770,300093,52.0,1950-04-29,F,2018-11-06,Democrat,1.0,general,2018,2018-10-25,2018-10-25,False,debbiestabenow,115
1963,Debbie Stabenow,S000770,300093,53.0,1950-04-29,F,2018-11-06,Democrat,1.0,general,2018,2018-10-22,2018-10-24,False,debbiestabenow,115
1957,Debbie Stabenow,S000770,300093,49.0,1950-04-29,F,2018-11-06,Democrat,1.0,general,2018,2018-11-02,2018-11-04,False,debbiestabenow,115
1426,Martha McSally,M001197,412611,44.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-11-01,2018-11-03,False,marthamcsally,115
1427,Martha McSally,M001197,412611,49.1,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-31,2018-11-02,False,marthamcsally,115
1428,Martha McSally,M001197,412611,47.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-24,2018-11-02,False,marthamcsally,115
1464,Martha McSally,M001197,412611,44.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-09-16,2018-09-20,False,marthamcsally,115
1465,Martha McSally,M001197,412611,41.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-09-16,2018-09-20,False,marthamcsally,115
1466,Martha McSally,M001197,412611,45.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-09-16,2018-09-20,False,marthamcsally,115
1467,Martha McSally,M001197,412611,43.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-09-16,2018-09-20,False,marthamcsally,115
1468,Martha McSally,M001197,412611,43.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-09-11,2018-09-15,False,marthamcsally,115
1469,Martha McSally,M001197,412611,41.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-09-11,2018-09-15,False,marthamcsally,115
1470,Martha McSally,M001197,412611,44.3,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-09-05,2018-09-14,False,marthamcsally,115
1471,Martha McSally,M001197,412611,35.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-09-05,2018-09-14,False,marthamcsally,115
1472,Martha McSally,M001197,412611,46.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-09-08,2018-09-13,False,marthamcsally,115
1473,Martha McSally,M001197,412611,44.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-09-08,2018-09-11,False,marthamcsally,115
1474,Martha McSally,M001197,412611,42.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-09-08,2018-09-11,False,marthamcsally,115
1475,Martha McSally,M001197,412611,49.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-09-05,2018-09-07,False,marthamcsally,115
1476,Martha McSally,M001197,412611,48.6,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-09-05,2018-09-06,False,marthamcsally,115
1477,Martha McSally,M001197,412611,41.8,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-09-04,2018-09-06,False,marthamcsally,115
1478,Martha McSally,M001197,412611,44.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-07-24,2018-07-25,False,marthamcsally,115
1479,Martha McSally,M001197,412611,39.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-06-27,2018-07-02,False,marthamcsally,115
1480,Martha McSally,M001197,412611,44.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-06-11,2018-07-02,False,marthamcsally,115
1494,Martha McSally,M001197,412611,29.25,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2017-10-28,2017-10-31,False,marthamcsally,115
1493,Martha McSally,M001197,412611,45.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2017-11-09,2017-11-09,False,marthamcsally,115
1492,Martha McSally,M001197,412611,41.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-03-15,2018-03-16,False,marthamcsally,115
1491,Martha McSally,M001197,412611,42.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-04-10,2018-04-11,False,marthamcsally,115
1490,Martha McSally,M001197,412611,42.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-04-02,2018-04-23,False,marthamcsally,115
1489,Martha McSally,M001197,412611,38.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-06-17,2018-06-21,False,marthamcsally,115
1463,Martha McSally,M001197,412611,39.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-09-19,2018-09-21,False,marthamcsally,115
1488,Martha McSally,M001197,412611,37.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-06-19,2018-06-22,False,marthamcsally,115
1486,Martha McSally,M001197,412611,31.8,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-06-21,2018-06-22,False,marthamcsally,115
1485,Martha McSally,M001197,412611,46.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-06-11,2018-07-02,False,marthamcsally,115
1484,Martha McSally,M001197,412611,47.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-06-11,2018-07-02,False,marthamcsally,115
1483,Martha McSally,M001197,412611,45.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-06-11,2018-07-02,False,marthamcsally,115
1482,Martha McSally,M001197,412611,46.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-06-11,2018-07-02,False,marthamcsally,115
1481,Martha McSally,M001197,412611,45.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-06-11,2018-07-02,False,marthamcsally,115
1487,Martha McSally,M001197,412611,34.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-06-19,2018-06-22,False,marthamcsally,115
1981,Debbie Stabenow,S000770,300093,55.0,1950-04-29,F,2018-11-06,Democrat,1.0,general,2018,2018-07-15,2018-07-19,False,debbiestabenow,115
1462,Martha McSally,M001197,412611,37.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-09-10,2018-09-25,False,marthamcsally,115
1460,Martha McSally,M001197,412611,41.6,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-09-27,2018-09-30,False,marthamcsally,115
1429,Martha McSally,M001197,412611,48.4,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-30,2018-11-01,False,marthamcsally,115
1430,Martha McSally,M001197,412611,47.1,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-30,2018-11-01,False,marthamcsally,115
1431,Martha McSally,M001197,412611,49.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-26,2018-11-01,False,marthamcsally,115
1432,Martha McSally,M001197,412611,48.5,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-29,2018-10-31,False,marthamcsally,115
1433,Martha McSally,M001197,412611,48.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-25,2018-10-31,False,marthamcsally,115
1434,Martha McSally,M001197,412611,48.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-27,2018-10-30,False,marthamcsally,115
1435,Martha McSally,M001197,412611,47.5,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-24,2018-10-30,False,marthamcsally,115
1436,Martha McSally,M001197,412611,46.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-27,2018-10-29,False,marthamcsally,115
1437,Martha McSally,M001197,412611,44.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-27,2018-10-29,False,marthamcsally,115
1438,Martha McSally,M001197,412611,45.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-24,2018-10-29,False,marthamcsally,115
1439,Martha McSally,M001197,412611,47.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-24,2018-10-29,False,marthamcsally,115
1440,Martha McSally,M001197,412611,46.5,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-26,2018-10-28,False,marthamcsally,115
1441,Martha McSally,M001197,412611,44.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-23,2018-10-27,False,marthamcsally,115
1442,Martha McSally,M001197,412611,43.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-23,2018-10-27,False,marthamcsally,115
1443,Martha McSally,M001197,412611,44.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-23,2018-10-27,False,marthamcsally,115
1444,Martha McSally,M001197,412611,43.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-23,2018-10-27,False,marthamcsally,115
1445,Martha McSally,M001197,412611,44.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-23,2018-10-26,False,marthamcsally,115
1459,Martha McSally,M001197,412611,52.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-09-29,2018-10-01,False,marthamcsally,115
1458,Martha McSally,M001197,412611,44.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-09-29,2018-10-02,False,marthamcsally,115
1457,Martha McSally,M001197,412611,45.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-09-29,2018-10-02,False,marthamcsally,115
1456,Martha McSally,M001197,412611,47.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-01,2018-10-02,False,marthamcsally,115
1455,Martha McSally,M001197,412611,44.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-02,2018-10-05,False,marthamcsally,115
1454,Martha McSally,M001197,412611,43.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-09,2018-10-10,False,marthamcsally,115
1461,Martha McSally,M001197,412611,41.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-09-10,2018-09-25,False,marthamcsally,115
1453,Martha McSally,M001197,412611,43.5,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-09,2018-10-10,False,marthamcsally,115
1451,Martha McSally,M001197,412611,41.11,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-16,2018-10-17,False,marthamcsally,115
1450,Martha McSally,M001197,412611,45.41,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-15,2018-10-19,False,marthamcsally,115
1449,Martha McSally,M001197,412611,47.65,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-15,2018-10-19,False,marthamcsally,115
1448,Martha McSally,M001197,412611,52.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-22,2018-10-23,False,marthamcsally,115
1447,Martha McSally,M001197,412611,34.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-17,2018-10-26,False,marthamcsally,115
1446,Martha McSally,M001197,412611,48.0,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-17,2018-10-26,False,marthamcsally,115
1452,Martha McSally,M001197,412611,39.78,1966-03-22,F,2018-11-06,Republican,3.0,general,2018,2018-10-16,2018-10-17,False,marthamcsally,115
2453,Dean Heller,H001041,412218,46.0,1960-05-10,M,2018-11-06,Republican,1.0,general,2018,2018-10-30,2018-11-01,False,deanheller,115
1982,Debbie Stabenow,S000770,300093,54.0,1950-04-29,F,2018-11-06,Democrat,1.0,general,2018,2018-06-11,2018-07-02,False,debbiestabenow,115
1984,Debbie Stabenow,S000770,300093,54.0,1950-04-29,F,2018-11-06,Democrat,1.0,general,2018,2018-06-11,2018-07-02,False,debbiestabenow,115
2084,Bill Nelson,N000032,300078,40.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-02-23,2018-02-25,False,billnelson,115
2083,Bill Nelson,N000032,300078,46.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-02-23,2018-02-26,False,billnelson,115
2082,Bill Nelson,N000032,300078,53.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-02-12,2018-03-05,False,billnelson,115
2081,Bill Nelson,N000032,300078,41.3,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-03-01,2018-03-07,False,billnelson,115
2080,Bill Nelson,N000032,300078,46.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-03-10,2018-03-13,False,billnelson,115
2079,Bill Nelson,N000032,300078,44.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-02-26,2018-03-19,False,billnelson,115
2078,Bill Nelson,N000032,300078,50.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-04-10,2018-04-11,False,billnelson,115
2077,Bill Nelson,N000032,300078,45.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-05-04,2018-05-07,False,billnelson,115
2076,Bill Nelson,N000032,300078,40.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-05-04,2018-05-07,False,billnelson,115
2075,Bill Nelson,N000032,300078,39.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-05-29,2018-05-30,False,billnelson,115
2074,Bill Nelson,N000032,300078,34.4,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-05-25,2018-05-31,False,billnelson,115
2073,Bill Nelson,N000032,300078,45.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-05-25,2018-06-04,False,billnelson,115
2072,Bill Nelson,N000032,300078,50.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-05-31,2018-06-15,False,billnelson,115
2071,Bill Nelson,N000032,300078,48.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-06-18,2018-06-19,False,billnelson,115
2085,Bill Nelson,N000032,300078,35.2,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-02-18,2018-02-24,False,billnelson,115
2070,Bill Nelson,N000032,300078,49.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-06-17,2018-06-21,False,billnelson,115
2068,Bill Nelson,N000032,300078,40.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-06-19,2018-06-22,False,billnelson,115
2067,Bill Nelson,N000032,300078,44.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-06-11,2018-07-02,False,billnelson,115
2066,Bill Nelson,N000032,300078,44.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-06-11,2018-07-02,False,billnelson,115
2065,Bill Nelson,N000032,300078,46.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-06-11,2018-07-02,False,billnelson,115
2064,Bill Nelson,N000032,300078,46.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-06-11,2018-07-02,False,billnelson,115
2063,Bill Nelson,N000032,300078,47.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-06-11,2018-07-02,False,billnelson,115
2062,Bill Nelson,N000032,300078,46.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-06-11,2018-07-02,False,billnelson,115
2061,Bill Nelson,N000032,300078,47.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-07-13,2018-07-14,False,billnelson,115
2060,Bill Nelson,N000032,300078,40.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-07-20,2018-07-21,False,billnelson,115
2059,Bill Nelson,N000032,300078,44.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-07-24,2018-07-25,False,billnelson,115
2058,Bill Nelson,N000032,300078,35.8,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-08-10,2018-08-16,False,billnelson,115
2057,Bill Nelson,N000032,300078,39.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-08-16,2018-08-20,False,billnelson,115
2056,Bill Nelson,N000032,300078,47.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-08-29,2018-08-30,False,billnelson,115
2055,Bill Nelson,N000032,300078,47.4,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-08-29,2018-08-30,False,billnelson,115
2069,Bill Nelson,N000032,300078,41.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-06-19,2018-06-22,False,billnelson,115
2086,Bill Nelson,N000032,300078,44.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-02-01,2018-02-18,False,billnelson,115
2087,Bill Nelson,N000032,300078,34.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-02-01,2018-02-04,False,billnelson,115
2088,Bill Nelson,N000032,300078,48.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-01-29,2018-02-04,False,billnelson,115
2119,Rick Scott,S001217,412838,46.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-24,2018-10-29,False,rickscott,115
2118,Rick Scott,S001217,412838,48.3,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-27,2018-10-29,False,rickscott,115
2117,Rick Scott,S001217,412838,44.3,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-24,2018-10-30,False,rickscott,115
2116,Rick Scott,S001217,412838,50.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-27,2018-10-30,False,rickscott,115
2115,Rick Scott,S001217,412838,46.9,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-28,2018-10-30,False,rickscott,115
2114,Rick Scott,S001217,412838,47.2,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-29,2018-10-30,False,rickscott,115
2113,Rick Scott,S001217,412838,47.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-25,2018-10-31,False,rickscott,115
2112,Rick Scott,S001217,412838,42.8,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-25,2018-10-31,False,rickscott,115
2111,Rick Scott,S001217,412838,49.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-28,2018-10-31,False,rickscott,115
2110,Rick Scott,S001217,412838,48.2,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-29,2018-10-31,False,rickscott,115
2109,Rick Scott,S001217,412838,47.4,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-30,2018-10-31,False,rickscott,115
2108,Rick Scott,S001217,412838,48.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-26,2018-11-01,False,rickscott,115
2107,Rick Scott,S001217,412838,49.6,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-30,2018-11-01,False,rickscott,115
2106,Rick Scott,S001217,412838,47.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-29,2018-11-02,False,rickscott,115
2105,Rick Scott,S001217,412838,45.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-30,2018-11-02,False,rickscott,115
2104,Rick Scott,S001217,412838,46.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-30,2018-11-02,False,rickscott,115
2103,Rick Scott,S001217,412838,48.1,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-31,2018-11-02,False,rickscott,115
2089,Bill Nelson,N000032,300078,45.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-01-30,2018-02-01,False,billnelson,115
2090,Bill Nelson,N000032,300078,37.86,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-01-09,2018-01-10,False,billnelson,115
2091,Bill Nelson,N000032,300078,44.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2017-12-19,2017-12-24,False,billnelson,115
2092,Bill Nelson,N000032,300078,31.6,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2017-11-19,2017-11-24,False,billnelson,115
2093,Rick Scott,S001217,412838,49.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-11-04,2018-11-05,False,rickscott,115
2094,Rick Scott,S001217,412838,48.2,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-11-03,2018-11-05,False,rickscott,115
2054,Bill Nelson,N000032,300078,46.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-08-29,2018-08-30,False,billnelson,115
2095,Rick Scott,S001217,412838,46.2,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-11-03,2018-11-04,False,rickscott,115
2097,Rick Scott,S001217,412838,44.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-29,2018-11-04,False,rickscott,115
2098,Rick Scott,S001217,412838,47.1,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-11-01,2018-11-03,False,rickscott,115
2099,Rick Scott,S001217,412838,44.9,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-11-01,2018-11-03,False,rickscott,115
2100,Rick Scott,S001217,412838,46.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-11-01,2018-11-03,False,rickscott,115
2101,Rick Scott,S001217,412838,48.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-11-01,2018-11-02,False,rickscott,115
2102,Rick Scott,S001217,412838,49.1,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-11-01,2018-11-02,False,rickscott,115
2096,Rick Scott,S001217,412838,49.1,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-11-02,2018-11-04,False,rickscott,115
2053,Bill Nelson,N000032,300078,49.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-08-30,2018-09-03,False,billnelson,115
2052,Bill Nelson,N000032,300078,44.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-09-07,2018-09-09,False,billnelson,115
2051,Bill Nelson,N000032,300078,45.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-09-10,2018-09-11,False,billnelson,115
2015,Bill Nelson,N000032,300078,46.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-24,2018-10-29,False,billnelson,115
2014,Bill Nelson,N000032,300078,50.1,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-27,2018-10-29,False,billnelson,115
2013,Bill Nelson,N000032,300078,43.4,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-24,2018-10-30,False,billnelson,115
2012,Bill Nelson,N000032,300078,50.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-27,2018-10-30,False,billnelson,115
2011,Bill Nelson,N000032,300078,47.3,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-28,2018-10-30,False,billnelson,115
2010,Bill Nelson,N000032,300078,49.4,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-29,2018-10-30,False,billnelson,115
2009,Bill Nelson,N000032,300078,46.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-25,2018-10-31,False,billnelson,115
2008,Bill Nelson,N000032,300078,40.5,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-25,2018-10-31,False,billnelson,115
2007,Bill Nelson,N000032,300078,45.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-28,2018-10-31,False,billnelson,115
2006,Bill Nelson,N000032,300078,45.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-29,2018-10-31,False,billnelson,115
2005,Bill Nelson,N000032,300078,49.3,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-30,2018-10-31,False,billnelson,115
2004,Bill Nelson,N000032,300078,46.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-26,2018-11-01,False,billnelson,115
2003,Bill Nelson,N000032,300078,44.6,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-30,2018-11-01,False,billnelson,115
2002,Bill Nelson,N000032,300078,50.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-29,2018-11-02,False,billnelson,115
2001,Bill Nelson,N000032,300078,50.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-30,2018-11-02,False,billnelson,115
2000,Bill Nelson,N000032,300078,50.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-30,2018-11-02,False,billnelson,115
1999,Bill Nelson,N000032,300078,45.5,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-31,2018-11-02,False,billnelson,115
1985,Debbie Stabenow,S000770,300093,54.0,1950-04-29,F,2018-11-06,Democrat,1.0,general,2018,2018-06-11,2018-07-02,False,debbiestabenow,115
1986,Debbie Stabenow,S000770,300093,53.0,1950-04-29,F,2018-11-06,Democrat,1.0,general,2018,2018-06-11,2018-07-02,False,debbiestabenow,115
1987,Debbie Stabenow,S000770,300093,53.0,1950-04-29,F,2018-11-06,Democrat,1.0,general,2018,2018-06-11,2018-07-02,False,debbiestabenow,115
1988,Debbie Stabenow,S000770,300093,51.3,1950-04-29,F,2018-11-06,Democrat,1.0,general,2018,2018-01-16,2018-01-19,False,debbiestabenow,115
1989,Bill Nelson,N000032,300078,47.3,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-11-04,2018-11-05,False,billnelson,115
1990,Bill Nelson,N000032,300078,47.6,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-11-03,2018-11-05,False,billnelson,115
2016,Bill Nelson,N000032,300078,49.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-24,2018-10-29,False,billnelson,115
1991,Bill Nelson,N000032,300078,49.9,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-11-03,2018-11-04,False,billnelson,115
1993,Bill Nelson,N000032,300078,51.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-29,2018-11-04,False,billnelson,115
1994,Bill Nelson,N000032,300078,45.4,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-11-01,2018-11-03,False,billnelson,115
1995,Bill Nelson,N000032,300078,49.9,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-11-01,2018-11-03,False,billnelson,115
1996,Bill Nelson,N000032,300078,47.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-11-01,2018-11-03,False,billnelson,115
1997,Bill Nelson,N000032,300078,50.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-11-01,2018-11-02,False,billnelson,115
1998,Bill Nelson,N000032,300078,47.5,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-11-01,2018-11-02,False,billnelson,115
1992,Bill Nelson,N000032,300078,45.2,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-11-02,2018-11-04,False,billnelson,115
1983,Debbie Stabenow,S000770,300093,53.0,1950-04-29,F,2018-11-06,Democrat,1.0,general,2018,2018-06-11,2018-07-02,False,debbiestabenow,115
2017,Bill Nelson,N000032,300078,45.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-25,2018-10-28,False,billnelson,115
2019,Bill Nelson,N000032,300078,49.59,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-23,2018-10-27,False,billnelson,115
2050,Bill Nelson,N000032,300078,36.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-09-05,2018-09-12,False,billnelson,115
2049,Bill Nelson,N000032,300078,44.6,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-09-05,2018-09-12,False,billnelson,115
2048,Bill Nelson,N000032,300078,41.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-09-13,2018-09-16,False,billnelson,115
2047,Bill Nelson,N000032,300078,45.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-09-17,2018-09-19,False,billnelson,115
