,full_name,pct,birthday,gender,party,senate_class,stage,cycle,start_date,end_date,ranked_choice_reallocated
817,Richard Blumenthal,51.0,1946-02-13,M,Democrat,3.0,general,2022,2022-05-10,2022-05-11,False
818,Peter Welch,63.0,1947-05-02,M,Democrat,3.0,general,2022,2022-10-21,2022-10-26,False
819,Peter Welch,62.0,1947-05-02,M,Democrat,3.0,general,2022,2022-09-29,2022-10-03,False
820,Peter Welch,49.7,1947-05-02,M,Democrat,3.0,general,2022,2022-09-03,2022-09-07,False
821,Peter Welch,62.0,1947-05-02,M,Democrat,3.0,general,2022,2022-04-14,2022-04-18,False
822,Lisa Murkowski,40.8,1957-05-22,F,Republican,3.0,general,2022,2022-10-19,2022-10-22,False
823,Lisa Murkowski,42.2,1957-05-22,F,Republican,3.0,general,2022,2022-10-19,2022-10-22,True
824,Lisa Murkowski,55.5,1957-05-22,F,Republican,3.0,general,2022,2022-10-19,2022-10-22,True
825,Lisa Murkowski,41.0,1957-05-22,F,Republican,3.0,general,2022,2022-09-25,2022-09-27,False
826,Lisa Murkowski,42.4,1957-05-22,F,Republican,3.0,general,2022,2022-09-25,2022-09-27,True
827,Lisa Murkowski,56.6,1957-05-22,F,Republican,3.0,general,2022,2022-09-25,2022-09-27,True
828,Lisa Murkowski,38.0,1957-05-22,F,Republican,3.0,general,2022,2022-09-06,2022-09-11,False
829,Lisa Murkowski,38.0,1957-05-22,F,Republican,3.0,general,2022,2022-09-06,2022-09-11,True
830,Lisa Murkowski,50.0,1957-05-22,F,Republican,3.0,general,2022,2022-09-06,2022-09-11,True
831,Lisa Murkowski,35.3,1957-05-22,F,Republican,3.0,general,2022,2022-07-02,2022-07-05,False
832,Lisa Murkowski,35.7,1957-05-22,F,Republican,3.0,general,2022,2022-07-02,2022-07-05,True
833,Lisa Murkowski,52.2,1957-05-22,F,Republican,3.0,general,2022,2022-07-02,2022-07-05,True
834,Lisa Murkowski,55.0,1957-05-22,F,Republican,3.0,general,2022,2022-04-16,2022-04-21,False
835,Lisa Murkowski,49.2,1957-05-22,F,Republican,3.0,general,2022,2022-03-14,2022-03-16,True
836,Lisa Murkowski,38.0,1957-05-22,F,Republican,3.0,general,2022,2022-03-02,2022-03-07,False
837,Lisa Murkowski,35.0,1957-05-22,F,Republican,3.0,general,2022,2021-10-22,2021-10-27,False
838,Lisa Murkowski,60.0,1957-05-22,F,Republican,3.0,general,2022,2021-10-22,2021-10-27,True
839,Lisa Murkowski,36.0,1957-05-22,F,Republican,3.0,general,2022,2021-07-11,2021-07-21,False
840,Lisa Murkowski,55.0,1957-05-22,F,Republican,3.0,general,2022,2021-07-11,2021-07-21,True
841,Lisa Murkowski,19.0,1957-05-22,F,Republican,3.0,general,2022,2021-05-22,2021-05-25,False
842,John Thune,58.0,1961-01-07,M,Republican,3.0,general,2022,2022-10-19,2022-10-21,False
843,John Thune,53.0,1961-01-07,M,Republican,3.0,general,2022,2022-09-28,2022-10-10,False
844,John Thune,46.0,1961-01-07,M,Republican,3.0,general,2022,2022-09-06,2022-09-11,False
845,John Thune,59.0,1961-01-07,M,Republican,3.0,general,2022,2022-03-14,2022-03-19,False
846,John Kennedy,53.0,1951-11-21,M,Republican,3.0,jungle primary,2022,2022-10-10,2022-10-11,False
847,John Kennedy,51.0,1951-11-21,M,Republican,3.0,jungle primary,2022,2022-08-31,2022-09-07,False
848,John Kennedy,53.0,1951-11-21,M,Republican,3.0,jungle primary,2022,2022-03-21,2022-03-23,False
849,Tim Scott,54.0,1965-09-19,M,Republican,3.0,general,2022,2022-08-31,2022-09-07,False
850,Tim Scott,57.0,1965-09-19,M,Republican,3.0,general,2022,2022-03-08,2022-03-13,False
851,Rand Paul,55.0,1963-01-07,M,Republican,3.0,general,2022,2022-01-19,2022-01-22,False
852,Kelly Ayotte,43.0,1968-06-27,F,Republican,3.0,general,2022,2021-10-14,2021-10-18,False
853,Kelly Ayotte,45.0,1968-06-27,F,Republican,3.0,general,2022,2021-07-15,2021-07-19,False
854,Kelly Ayotte,43.0,1968-06-27,F,Republican,3.0,general,2022,2021-02-18,2021-02-22,False
855,Kelly Ayotte,36.0,1968-06-27,F,Republican,3.0,general,2020,2019-02-07,2019-02-15,False
856,Kelly Loeffler,44.0,1970-11-27,F,Republican,3.0,general,2022,2021-08-04,2021-08-05,False
857,Kelly Loeffler,40.9,1970-11-27,F,Republican,3.0,general,2022,2021-03-07,2021-03-09,False
858,Kelly Loeffler,46.9,1970-11-27,F,Republican,3.0,runoff,2020,2021-01-02,2021-01-04,False
859,Kelly Loeffler,49.7,1970-11-27,F,Republican,3.0,runoff,2020,2021-01-02,2021-01-04,False
860,Kelly Loeffler,49.2,1970-11-27,F,Republican,3.0,runoff,2020,2021-01-03,2021-01-03,False
861,Kelly Loeffler,45.0,1970-11-27,F,Republican,3.0,runoff,2020,2021-01-02,2021-01-03,False
862,Kelly Loeffler,48.6,1970-11-27,F,Republican,3.0,runoff,2020,2020-12-30,2021-01-03,False
863,Kelly Loeffler,49.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-12-30,2021-01-03,False
864,Kelly Loeffler,48.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-12-30,2021-01-03,False
865,Kelly Loeffler,46.9,1970-11-27,F,Republican,3.0,runoff,2020,2020-12-25,2021-01-01,False
866,Kelly Loeffler,47.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-12-29,2020-12-30,False
867,Kelly Loeffler,45.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-12-28,2020-12-29,False
868,Kelly Loeffler,48.8,1970-11-27,F,Republican,3.0,runoff,2020,2020-12-23,2020-12-27,False
869,Kelly Loeffler,50.3,1970-11-27,F,Republican,3.0,runoff,2020,2020-12-21,2020-12-27,False
870,Kelly Loeffler,47.3,1970-11-27,F,Republican,3.0,runoff,2020,2020-12-21,2020-12-22,False
871,Kelly Loeffler,47.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-12-18,2020-12-22,False
872,Kelly Loeffler,42.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-12-14,2020-12-22,False
873,Kelly Loeffler,45.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-12-16,2020-12-20,False
874,Kelly Loeffler,51.2,1970-11-27,F,Republican,3.0,runoff,2020,2020-12-14,2020-12-16,False
875,Kelly Loeffler,52.2,1970-11-27,F,Republican,3.0,runoff,2020,2020-12-14,2020-12-16,False
876,Kelly Loeffler,49.2,1970-11-27,F,Republican,3.0,runoff,2020,2020-12-14,2020-12-14,False
877,Kelly Loeffler,50.2,1970-11-27,F,Republican,3.0,runoff,2020,2020-12-10,2020-12-14,False
878,Kelly Loeffler,48.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-12-08,2020-12-14,False
879,Kelly Loeffler,50.4,1970-11-27,F,Republican,3.0,runoff,2020,2020-12-08,2020-12-10,False
880,Kelly Loeffler,46.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-11-30,2020-12-04,False
881,Kelly Loeffler,50.2,1970-11-27,F,Republican,3.0,runoff,2020,2020-12-01,2020-12-03,False
882,Kelly Loeffler,45.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-11-27,2020-11-30,False
883,Kelly Loeffler,46.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-11-19,2020-11-24,False
884,Kelly Loeffler,47.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-11-15,2020-11-20,False
885,Kelly Loeffler,48.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-11-16,2020-11-16,False
886,Kelly Loeffler,49.5,1970-11-27,F,Republican,3.0,runoff,2020,2020-11-10,2020-11-10,False
887,Kelly Loeffler,49.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-11-08,2020-11-09,False
888,Kelly Loeffler,27.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-11-01,2020-11-01,False
889,Kelly Loeffler,26.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-10-27,2020-11-01,False
890,Kelly Loeffler,23.5,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-10-29,2020-10-31,False
891,Kelly Loeffler,25.1,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-10-28,2020-10-28,False
892,Kelly Loeffler,27.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-10-27,2020-10-28,False
893,Kelly Loeffler,21.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-10-23,2020-10-27,False
894,Kelly Loeffler,22.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-10-23,2020-10-27,False
895,Kelly Loeffler,22.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-10-23,2020-10-27,False
896,Kelly Loeffler,41.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-10-23,2020-10-27,False
897,Kelly Loeffler,45.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-10-23,2020-10-27,False
898,Kelly Loeffler,22.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-10-23,2020-10-26,False
899,Kelly Loeffler,37.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-10-23,2020-10-26,False
900,Kelly Loeffler,20.1,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-10-14,2020-10-23,False
901,Kelly Loeffler,23.6,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-10-21,2020-10-21,False
902,Kelly Loeffler,23.02,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-10-17,2020-10-20,False
903,Kelly Loeffler,19.9,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-10-17,2020-10-19,False
904,Kelly Loeffler,41.7,1970-11-27,F,Republican,3.0,runoff,2020,2020-10-17,2020-10-19,False
905,Kelly Loeffler,23.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-10-13,2020-10-19,False
906,Kelly Loeffler,41.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-10-13,2020-10-19,False
907,Kelly Loeffler,19.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-10-12,2020-10-15,False
908,Kelly Loeffler,26.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-10-08,2020-10-12,False
909,Kelly Loeffler,20.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-10-08,2020-10-12,False
910,Kelly Loeffler,44.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-10-08,2020-10-12,False
911,Kelly Loeffler,22.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-10-08,2020-10-11,False
912,Kelly Loeffler,40.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-10-08,2020-10-11,False
913,Kelly Loeffler,42.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-10-08,2020-10-11,False
914,Kelly Loeffler,24.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-10-08,2020-10-09,False
915,Kelly Loeffler,25.8,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-10-07,2020-10-07,False
916,Kelly Loeffler,21.8,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-09-27,2020-10-06,False
917,Kelly Loeffler,21.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-09-26,2020-09-29,False
918,Kelly Loeffler,39.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-09-26,2020-09-29,False
919,Kelly Loeffler,39.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-09-26,2020-09-29,False
920,Kelly Loeffler,28.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-09-24,2020-09-27,False
921,Kelly Loeffler,23.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-09-23,2020-09-27,False
922,Kelly Loeffler,25.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-09-23,2020-09-26,False
923,Kelly Loeffler,23.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-09-17,2020-09-21,False
924,Kelly Loeffler,23.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-09-17,2020-09-21,False
925,Kelly Loeffler,23.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-09-17,2020-09-21,False
926,Kelly Loeffler,23.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-09-16,2020-09-21,False
927,Kelly Loeffler,23.5,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-09-11,2020-09-20,False
928,Kelly Loeffler,21.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-09-14,2020-09-19,False
929,Kelly Loeffler,29.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-09-14,2020-09-16,False
930,Kelly Loeffler,26.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-09-12,2020-09-16,False
931,Kelly Loeffler,24.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-08-30,2020-09-05,False
932,Kelly Loeffler,17.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-08-30,2020-09-02,False
933,Kelly Loeffler,26.05,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-08-20,2020-08-30,False
934,Kelly Loeffler,26.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-08-06,2020-08-08,False
935,Kelly Loeffler,22.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-07-23,2020-07-31,False
936,Kelly Loeffler,26.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-07-23,2020-07-27,False
937,Kelly Loeffler,26.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-07-23,2020-07-27,False
938,Kelly Loeffler,26.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-07-23,2020-07-27,False
939,Kelly Loeffler,19.02,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-07-11,2020-07-16,False
940,Kelly Loeffler,21.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-07-06,2020-07-09,False
941,Kelly Loeffler,17.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-07-06,2020-07-08,False
942,Kelly Loeffler,24.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-07-02,2020-07-02,False
943,Kelly Loeffler,48.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-07-02,2020-07-02,False
944,Kelly Loeffler,46.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-07-02,2020-07-02,False
945,Kelly Loeffler,28.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-07-02,2020-07-02,False
946,Kelly Loeffler,21.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-06-25,2020-06-26,False
947,Kelly Loeffler,40.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-06-25,2020-06-26,False
948,Kelly Loeffler,21.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-06-18,2020-06-23,False
949,Kelly Loeffler,12.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-05-16,2020-05-18,False
950,Kelly Loeffler,32.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-05-16,2020-05-18,False
951,Kelly Loeffler,32.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-05-16,2020-05-18,False
952,Kelly Loeffler,32.0,1970-11-27,F,Republican,3.0,runoff,2020,2020-05-16,2020-05-18,False
953,Kelly Loeffler,18.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-05-04,2020-05-07,False
954,Kelly Loeffler,10.5,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-04-25,2020-04-27,False
955,Kelly Loeffler,13.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-03-31,2020-04-01,False
956,Kelly Loeffler,13.6,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-03-24,2020-03-24,False
957,Kelly Loeffler,14.6,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-03-21,2020-03-21,False
958,Kelly Loeffler,19.2,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-03-12,2020-03-12,False
959,Kelly Loeffler,20.4,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-03-07,2020-03-07,False
960,Kelly Loeffler,19.1,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-02-24,2020-03-02,False
961,Kelly Loeffler,20.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-02-26,2020-02-27,False
962,Kelly Loeffler,20.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2020-02-17,2020-02-20,False
963,Kelly Loeffler,11.0,1970-11-27,F,Republican,3.0,jungle primary,2020,2019-12-16,2019-12-18,False
964,John McCain,29.0,1936-08-29,M,Republican,3.0,general,2022,2021-05-03,2021-05-05,False
965,Roy Blunt,45.0,1950-01-10,M,Republican,3.0,general,2022,2021-01-10,2021-01-12,False
966,Jon Ossoff,51.3,1987-02-16,M,Democrat,2.0,runoff,2020,2021-01-02,2021-01-04,False
967,Jon Ossoff,49.4,1987-02-16,M,Democrat,2.0,runoff,2020,2021-01-02,2021-01-04,False
968,Jon Ossoff,48.6,1987-02-16,M,Democrat,2.0,runoff,2020,2021-01-03,2021-01-03,False
969,Jon Ossoff,46.0,1987-02-16,M,Democrat,2.0,runoff,2020,2021-01-02,2021-01-03,False
970,Jon Ossoff,47.8,1987-02-16,M,Democrat,2.0,runoff,2020,2020-12-30,2021-01-03,False
971,Jon Ossoff,50.0,1987-02-16,M,Democrat,2.0,runoff,2020,2020-12-30,2021-01-03,False
972,Jon Ossoff,51.0,1987-02-16,M,Democrat,2.0,runoff,2020,2020-12-30,2021-01-03,False
973,Jon Ossoff,51.3,1987-02-16,M,Democrat,2.0,runoff,2020,2020-12-25,2021-01-01,False
974,Jon Ossoff,50.0,1987-02-16,M,Democrat,2.0,runoff,2020,2020-12-29,2020-12-30,False
975,Jon Ossoff,53.0,1987-02-16,M,Democrat,2.0,runoff,2020,2020-12-28,2020-12-29,False
976,Jon Ossoff,50.4,1987-02-16,M,Democrat,2.0,runoff,2020,2020-12-23,2020-12-27,False
977,Jon Ossoff,45.6,1987-02-16,M,Democrat,2.0,runoff,2020,2020-12-21,2020-12-27,False
978,Jon Ossoff,47.5,1987-02-16,M,Democrat,2.0,runoff,2020,2020-12-21,2020-12-22,False
979,Jon Ossoff,50.0,1987-02-16,M,Democrat,2.0,runoff,2020,2020-12-18,2020-12-22,False
980,Jon Ossoff,42.0,1987-02-16,M,Democrat,2.0,runoff,2020,2020-12-14,2020-12-22,False
981,Jon Ossoff,51.0,1987-02-16,M,Democrat,2.0,runoff,2020,2020-12-16,2020-12-20,False
982,Jon Ossoff,49.0,1987-02-16,M,Democrat,2.0,runoff,2020,2020-12-14,2020-12-16,False
983,Jon Ossoff,47.5,1987-02-16,M,Democrat,2.0,runoff,2020,2020-12-14,2020-12-16,False
984,Jon Ossoff,47.8,1987-02-16,M,Democrat,2.0,runoff,2020,2020-12-14,2020-12-14,False
985,Jon Ossoff,46.7,1987-02-16,M,Democrat,2.0,runoff,2020,2020-12-10,2020-12-14,False
986,Jon Ossoff,49.0,1987-02-16,M,Democrat,2.0,runoff,2020,2020-12-08,2020-12-14,False
987,Jon Ossoff,49.1,1987-02-16,M,Democrat,2.0,runoff,2020,2020-12-08,2020-12-10,False
988,Jon Ossoff,48.0,1987-02-16,M,Democrat,2.0,runoff,2020,2020-11-30,2020-12-04,False
989,Jon Ossoff,48.0,1987-02-16,M,Democrat,2.0,runoff,2020,2020-12-01,2020-12-03,False
990,Jon Ossoff,50.0,1987-02-16,M,Democrat,2.0,runoff,2020,2020-11-27,2020-11-30,False
991,Jon Ossoff,48.0,1987-02-16,M,Democrat,2.0,runoff,2020,2020-11-19,2020-11-24,False
992,Jon Ossoff,48.0,1987-02-16,M,Democrat,2.0,runoff,2020,2020-11-15,2020-11-20,False
993,Jon Ossoff,49.0,1987-02-16,M,Democrat,2.0,runoff,2020,2020-11-16,2020-11-16,False
994,Jon Ossoff,46.0,1987-02-16,M,Democrat,2.0,runoff,2020,2020-11-08,2020-11-09,False
995,Jon Ossoff,46.9,1987-02-16,M,Democrat,2.0,general,2020,2020-11-01,2020-11-01,False
996,Jon Ossoff,51.0,1987-02-16,M,Democrat,2.0,general,2020,2020-10-27,2020-11-01,False
997,Jon Ossoff,47.9,1987-02-16,M,Democrat,2.0,general,2020,2020-10-27,2020-11-01,False
998,Jon Ossoff,48.9,1987-02-16,M,Democrat,2.0,general,2020,2020-10-29,2020-10-31,False
999,Jon Ossoff,46.5,1987-02-16,M,Democrat,2.0,general,2020,2020-10-22,2020-10-31,False
1000,Jon Ossoff,47.3,1987-02-16,M,Democrat,2.0,general,2020,2020-10-28,2020-10-28,False
1001,Jon Ossoff,47.0,1987-02-16,M,Democrat,2.0,general,2020,2020-10-27,2020-10-28,False
1002,Jon Ossoff,49.0,1987-02-16,M,Democrat,2.0,general,2020,2020-10-23,2020-10-27,False
1003,Jon Ossoff,49.0,1987-02-16,M,Democrat,2.0,general,2020,2020-10-23,2020-10-27,False
1004,Jon Ossoff,49.0,1987-02-16,M,Democrat,2.0,general,2020,2020-10-23,2020-10-27,False
1005,Jon Ossoff,51.0,1987-02-16,M,Democrat,2.0,general,2020,2020-10-23,2020-10-26,False
1006,Jon Ossoff,47.8,1987-02-16,M,Democrat,2.0,general,2020,2020-10-23,2020-10-26,False
1007,Jon Ossoff,46.0,1987-02-16,M,Democrat,2.0,general,2020,2020-10-20,2020-10-23,False
1008,Jon Ossoff,46.3,1987-02-16,M,Democrat,2.0,general,2020,2020-10-14,2020-10-23,False
1009,Jon Ossoff,44.6,1987-02-16,M,Democrat,2.0,general,2020,2020-10-21,2020-10-21,False
1010,Jon Ossoff,47.3,1987-02-16,M,Democrat,2.0,general,2020,2020-10-17,2020-10-20,False
1011,Jon Ossoff,44.0,1987-02-16,M,Democrat,2.0,general,2020,2020-10-11,2020-10-20,False
1012,Jon Ossoff,44.5,1987-02-16,M,Democrat,2.0,general,2020,2020-10-17,2020-10-19,False
1013,Jon Ossoff,43.0,1987-02-16,M,Democrat,2.0,general,2020,2020-10-13,2020-10-19,False
1014,Jon Ossoff,44.0,1987-02-16,M,Democrat,2.0,general,2020,2020-10-12,2020-10-15,False
1015,Jon Ossoff,50.0,1987-02-16,M,Democrat,2.0,general,2020,2020-10-11,2020-10-14,False
1016,Jon Ossoff,48.0,1987-02-16,M,Democrat,2.0,general,2020,2020-10-11,2020-10-14,False
1017,Jon Ossoff,43.0,1987-02-16,M,Democrat,2.0,general,2020,2020-10-08,2020-10-12,False
1018,Jon Ossoff,51.0,1987-02-16,M,Democrat,2.0,general,2020,2020-10-08,2020-10-12,False
1019,Jon Ossoff,44.0,1987-02-16,M,Democrat,2.0,general,2020,2020-10-08,2020-10-11,False
1020,Jon Ossoff,42.0,1987-02-16,M,Democrat,2.0,general,2020,2020-10-02,2020-10-11,False
1021,Jon Ossoff,44.0,1987-02-16,M,Democrat,2.0,general,2020,2020-10-08,2020-10-09,False
1022,Jon Ossoff,45.5,1987-02-16,M,Democrat,2.0,general,2020,2020-10-07,2020-10-07,False
1023,Jon Ossoff,41.4,1987-02-16,M,Democrat,2.0,general,2020,2020-09-27,2020-10-06,False
1024,Jon Ossoff,48.0,1987-02-16,M,Democrat,2.0,general,2020,2020-09-26,2020-09-29,False
1025,Jon Ossoff,46.0,1987-02-16,M,Democrat,2.0,general,2020,2020-09-24,2020-09-27,False
1026,Jon Ossoff,49.0,1987-02-16,M,Democrat,2.0,general,2020,2020-09-23,2020-09-27,False
1027,Jon Ossoff,47.0,1987-02-16,M,Democrat,2.0,general,2020,2020-09-23,2020-09-26,False
1028,Jon Ossoff,42.0,1987-02-16,M,Democrat,2.0,general,2020,2020-09-22,2020-09-25,False
1029,Jon Ossoff,42.0,1987-02-16,M,Democrat,2.0,general,2020,2020-09-17,2020-09-21,False
1030,Jon Ossoff,43.0,1987-02-16,M,Democrat,2.0,general,2020,2020-09-17,2020-09-21,False
1031,Jon Ossoff,42.0,1987-02-16,M,Democrat,2.0,general,2020,2020-09-17,2020-09-21,False
1032,Jon Ossoff,38.0,1987-02-16,M,Democrat,2.0,general,2020,2020-09-16,2020-09-21,False
1033,Jon Ossoff,44.0,1987-02-16,M,Democrat,2.0,general,2020,2020-09-11,2020-09-20,False
1034,Jon Ossoff,44.6,1987-02-16,M,Democrat,2.0,general,2020,2020-09-11,2020-09-20,False
1035,Jon Ossoff,41.0,1987-02-16,M,Democrat,2.0,general,2020,2020-09-14,2020-09-19,False
1036,Jon Ossoff,44.0,1987-02-16,M,Democrat,2.0,general,2020,2020-09-14,2020-09-19,False
1037,Jon Ossoff,42.63,1987-02-16,M,Democrat,2.0,general,2020,2020-09-08,2020-09-17,False
1038,Jon Ossoff,49.0,1987-02-16,M,Democrat,2.0,general,2020,2020-09-14,2020-09-16,False
1039,Jon Ossoff,43.0,1987-02-16,M,Democrat,2.0,general,2020,2020-09-12,2020-09-16,False
1040,Jon Ossoff,48.0,1987-02-16,M,Democrat,2.0,general,2020,2020-08-30,2020-09-05,False
1041,Jon Ossoff,44.0,1987-02-16,M,Democrat,2.0,general,2020,2020-08-30,2020-09-02,False
1042,Jon Ossoff,40.42,1987-02-16,M,Democrat,2.0,general,2020,2020-08-20,2020-08-30,False
1043,Jon Ossoff,44.0,1987-02-16,M,Democrat,2.0,general,2020,2020-08-13,2020-08-14,False
1044,Jon Ossoff,48.0,1987-02-16,M,Democrat,2.0,general,2020,2020-08-10,2020-08-13,False
1045,Jon Ossoff,41.0,1987-02-16,M,Democrat,2.0,general,2020,2020-08-06,2020-08-08,False
1046,Jon Ossoff,43.0,1987-02-16,M,Democrat,2.0,general,2020,2020-07-28,2020-07-31,False
1047,Jon Ossoff,42.0,1987-02-16,M,Democrat,2.0,general,2020,2020-07-23,2020-07-31,False
1048,Jon Ossoff,43.0,1987-02-16,M,Democrat,2.0,general,2020,2020-07-23,2020-07-27,False
1049,Jon Ossoff,43.0,1987-02-16,M,Democrat,2.0,general,2020,2020-07-23,2020-07-27,False
1050,Jon Ossoff,43.0,1987-02-16,M,Democrat,2.0,general,2020,2020-07-23,2020-07-27,False
1051,Jon Ossoff,42.0,1987-02-16,M,Democrat,2.0,general,2020,2020-07-17,2020-07-26,False
1052,Jon Ossoff,43.72,1987-02-16,M,Democrat,2.0,general,2020,2020-07-11,2020-07-16,False
1053,Jon Ossoff,45.0,1987-02-16,M,Democrat,2.0,general,2020,2020-07-09,2020-07-15,False
1054,Jon Ossoff,43.0,1987-02-16,M,Democrat,2.0,general,2020,2020-07-02,2020-07-02,False
1055,Jon Ossoff,42.0,1987-02-16,M,Democrat,2.0,general,2020,2020-06-20,2020-06-23,False
1056,Jon Ossoff,45.0,1987-02-16,M,Democrat,2.0,general,2020,2020-06-12,2020-06-13,False
1057,Jon Ossoff,47.0,1987-02-16,M,Democrat,2.0,general,2020,2020-05-16,2020-05-18,False
1058,Jon Ossoff,41.0,1987-02-16,M,Democrat,2.0,general,2020,2020-05-11,2020-05-13,False
1059,Jon Ossoff,41.0,1987-02-16,M,Democrat,2.0,general,2020,2020-05-04,2020-05-07,False
1060,Jon Ossoff,39.4,1987-02-16,M,Democrat,2.0,general,2020,2020-04-25,2020-04-27,False
1061,David Perdue,46.8,1949-12-10,M,Republican,2.0,runoff,2020,2021-01-02,2021-01-04,False
1062,David Perdue,48.5,1949-12-10,M,Republican,2.0,runoff,2020,2021-01-02,2021-01-04,False
1063,David Perdue,48.7,1949-12-10,M,Republican,2.0,runoff,2020,2021-01-03,2021-01-03,False
1064,David Perdue,45.0,1949-12-10,M,Republican,2.0,runoff,2020,2021-01-02,2021-01-03,False
1065,David Perdue,48.9,1949-12-10,M,Republican,2.0,runoff,2020,2020-12-30,2021-01-03,False
1066,David Perdue,50.0,1949-12-10,M,Republican,2.0,runoff,2020,2020-12-30,2021-01-03,False
