full_name,pct,birthday,gender,party,senate_class,stage,cycle,start_date,end_date,age,Emotion (Majority),Race (Majority),Valence (Mean)
gary c. peters,49.0,1958-12-01,M,Democrat,2.0,general,2020,2020-06-26,2020-06-28,66,happy,white,50.3195603357082
gary c. peters,49.0,1958-12-01,M,Democrat,2.0,general,2020,2020-07-09,2020-07-10,66,happy,white,50.3195603357082
gary c. peters,50.0,1958-12-01,M,Democrat,2.0,general,2020,2020-07-10,2020-07-12,66,happy,white,50.3195603357082
gary c. peters,47.31,1958-12-01,M,Democrat,2.0,general,2020,2020-07-11,2020-07-16,66,happy,white,50.3195603357082
gary c. peters,51.33,1958-12-01,M,Democrat,2.0,general,2020,2020-07-13,2020-07-16,66,happy,white,50.3195603357082
gary c. peters,48.0,1958-12-01,M,Democrat,2.0,general,2020,2020-07-18,2020-07-20,66,happy,white,50.3195603357082
gary c. peters,48.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-11,2020-10-20,66,happy,white,50.3195603357082
gary c. peters,40.5,1958-12-01,M,Democrat,2.0,general,2020,2020-07-19,2020-07-21,66,happy,white,50.3195603357082
gary c. peters,54.0,1958-12-01,M,Democrat,2.0,general,2020,2020-07-18,2020-07-24,66,happy,white,50.3195603357082
gary c. peters,52.0,1958-12-01,M,Democrat,2.0,general,2020,2020-07-19,2020-07-24,66,happy,white,50.3195603357082
gary c. peters,47.0,1958-12-01,M,Democrat,2.0,general,2020,2020-08-28,2020-08-29,66,happy,white,50.3195603357082
gary c. peters,49.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-17,2020-10-20,66,happy,white,50.3195603357082
gary c. peters,47.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-17,2020-10-20,66,happy,white,50.3195603357082
gary c. peters,45.86,1958-12-01,M,Democrat,2.0,general,2020,2020-10-17,2020-10-20,66,happy,white,50.3195603357082
gary c. peters,49.0,1958-12-01,M,Democrat,2.0,general,2020,2020-07-22,2020-07-22,66,happy,white,50.3195603357082
gary c. peters,46.0,1958-12-01,M,Democrat,2.0,general,2020,2020-08-30,2020-09-02,66,happy,white,50.3195603357082
gary c. peters,45.0,1958-12-01,M,Democrat,2.0,general,2020,2020-08-28,2020-09-08,66,happy,white,50.3195603357082
gary c. peters,43.7,1958-12-01,M,Democrat,2.0,general,2020,2020-09-01,2020-09-03,66,happy,white,50.3195603357082
gary c. peters,44.9,1958-12-01,M,Democrat,2.0,general,2020,2020-09-30,2020-10-03,66,happy,white,50.3195603357082
gary c. peters,48.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-30,2020-10-01,66,happy,white,50.3195603357082
gary c. peters,48.1,1958-12-01,M,Democrat,2.0,general,2020,2020-09-26,2020-09-28,66,happy,white,50.3195603357082
gary c. peters,47.2,1958-12-01,M,Democrat,2.0,general,2020,2020-09-23,2020-09-25,66,happy,white,50.3195603357082
gary c. peters,49.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-19,2020-09-23,66,happy,white,50.3195603357082
gary c. peters,49.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-19,2020-09-23,66,happy,white,50.3195603357082
gary c. peters,51.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-02,2020-10-04,66,happy,white,50.3195603357082
gary c. peters,48.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-03,2020-10-05,66,happy,white,50.3195603357082
gary c. peters,50.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-29,2020-10-06,66,happy,white,50.3195603357082
gary c. peters,49.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-03,2020-10-06,66,happy,white,50.3195603357082
gary c. peters,50.7,1958-12-01,M,Democrat,2.0,general,2020,2020-10-06,2020-10-07,66,happy,white,50.3195603357082
gary c. peters,48.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-30,2020-10-08,66,happy,white,50.3195603357082
gary c. peters,47.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-06,2020-10-09,66,happy,white,50.3195603357082
gary c. peters,49.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-02,2020-10-11,66,happy,white,50.3195603357082
gary c. peters,43.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-06,2020-10-11,66,happy,white,50.3195603357082
gary c. peters,45.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-08,2020-10-12,66,happy,white,50.3195603357082
gary c. peters,52.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-07,2020-10-13,66,happy,white,50.3195603357082
gary c. peters,47.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-01,2020-09-03,66,happy,white,50.3195603357082
gary c. peters,47.56,1958-12-01,M,Democrat,2.0,general,2020,2020-09-02,2020-09-03,66,happy,white,50.3195603357082
gary c. peters,50.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-04,2020-09-06,66,happy,white,50.3195603357082
gary c. peters,51.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-12,2020-09-14,66,happy,white,50.3195603357082
gary c. peters,45.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-10,2020-09-15,66,happy,white,50.3195603357082
gary c. peters,49.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-11,2020-09-16,66,happy,white,50.3195603357082
gary c. peters,50.0,1958-12-01,M,Democrat,2.0,general,2020,2020-08-30,2020-09-03,66,happy,white,50.3195603357082
gary c. peters,47.6,1958-12-01,M,Democrat,2.0,general,2020,2020-09-08,2020-09-17,66,happy,white,50.3195603357082
gary c. peters,42.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-14,2020-09-19,66,happy,white,50.3195603357082
gary c. peters,46.6,1958-12-01,M,Democrat,2.0,general,2020,2020-10-11,2020-10-15,66,happy,white,50.3195603357082
gary c. peters,50.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-17,2020-09-19,66,happy,white,50.3195603357082
gary c. peters,47.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-11,2020-09-20,66,happy,white,50.3195603357082
gary c. peters,50.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-18,2020-09-20,66,happy,white,50.3195603357082
gary c. peters,45.6,1958-12-01,M,Democrat,2.0,general,2020,2020-09-08,2020-09-22,66,happy,white,50.3195603357082
gary c. peters,47.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-14,2020-09-19,66,happy,white,50.3195603357082
gary c. peters,51.0,1958-12-01,M,Democrat,2.0,general,2020,2020-06-17,2020-06-20,66,happy,white,50.3195603357082
gary c. peters,53.0,1958-12-01,M,Democrat,2.0,general,2020,2019-09-25,2019-09-26,66,happy,white,50.3195603357082
gary c. peters,50.0,1958-12-01,M,Democrat,2.0,general,2020,2020-06-14,2020-06-16,66,happy,white,50.3195603357082
gary c. peters,47.5,1958-12-01,M,Democrat,2.0,general,2020,2020-10-24,2020-10-26,66,happy,white,50.3195603357082
gary c. peters,52.4,1958-12-01,M,Democrat,2.0,general,2020,2020-10-25,2020-10-27,66,happy,white,50.3195603357082
gary c. peters,50.8,1958-12-01,M,Democrat,2.0,general,2020,2020-10-21,2020-10-28,66,happy,white,50.3195603357082
gary c. peters,47.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-25,2020-10-28,66,happy,white,50.3195603357082
gary c. peters,50.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-27,2020-10-29,66,happy,white,50.3195603357082
gary c. peters,50.3,1958-12-01,M,Democrat,2.0,general,2020,2020-10-29,2020-10-29,66,happy,white,50.3195603357082
gary c. peters,41.0,1958-12-01,M,Democrat,2.0,general,2020,2020-06-08,2020-06-17,66,happy,white,50.3195603357082
gary c. peters,39.5,1958-12-01,M,Democrat,2.0,general,2020,2019-09-21,2019-09-24,66,happy,white,50.3195603357082
gary c. peters,51.0,1958-12-01,M,Democrat,2.0,general,2020,2019-04-22,2019-04-25,66,happy,white,50.3195603357082
gary c. peters,50.0,1958-12-01,M,Democrat,2.0,general,2020,2019-04-22,2019-04-25,66,happy,white,50.3195603357082
gary c. peters,49.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-23,2020-10-26,66,happy,white,50.3195603357082
gary c. peters,43.6,1958-12-01,M,Democrat,2.0,general,2020,2019-03-07,2019-03-10,66,happy,white,50.3195603357082
gary c. peters,52.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-23,2020-10-30,66,happy,white,50.3195603357082
gary c. peters,54.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-25,2020-10-30,66,happy,white,50.3195603357082
gary c. peters,54.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-29,2020-10-30,66,happy,white,50.3195603357082
gary c. peters,48.8,1958-12-01,M,Democrat,2.0,general,2020,2020-10-22,2020-10-31,66,happy,white,50.3195603357082
gary c. peters,52.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-21,2020-10-22,66,happy,white,50.3195603357082
gary c. peters,51.8,1958-12-01,M,Democrat,2.0,general,2020,2020-10-29,2020-10-31,66,happy,white,50.3195603357082
gary c. peters,53.6,1958-12-01,M,Democrat,2.0,general,2020,2020-10-27,2020-11-01,66,happy,white,50.3195603357082
gary c. peters,51.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-27,2020-11-01,66,happy,white,50.3195603357082
gary c. peters,51.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-29,2020-11-01,66,happy,white,50.3195603357082
gary c. peters,52.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-31,2020-11-01,66,happy,white,50.3195603357082
gary c. peters,52.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-23,2020-10-30,66,happy,white,50.3195603357082
gary c. peters,58.4,1958-12-01,M,Democrat,2.0,general,2020,2020-10-23,2020-10-26,66,happy,white,50.3195603357082
gary c. peters,43.0,1958-12-01,M,Democrat,2.0,general,2020,2019-10-07,2019-10-10,66,happy,white,50.3195603357082
gary c. peters,48.4,1958-12-01,M,Democrat,2.0,general,2020,2020-10-23,2020-10-25,66,happy,white,50.3195603357082
gary c. peters,36.4,1958-12-01,M,Democrat,2.0,general,2020,2020-06-12,2020-06-15,66,happy,white,50.3195603357082
gary c. peters,47.0,1958-12-01,M,Democrat,2.0,general,2020,2020-06-09,2020-06-12,66,happy,white,50.3195603357082
gary c. peters,48.0,1958-12-01,M,Democrat,2.0,general,2020,2020-05-31,2020-06-07,66,happy,white,50.3195603357082
gary c. peters,51.0,1958-12-01,M,Democrat,2.0,general,2020,2020-05-30,2020-06-03,66,happy,white,50.3195603357082
gary c. peters,48.0,1958-12-01,M,Democrat,2.0,general,2020,2020-05-29,2020-05-30,66,happy,white,50.3195603357082
gary c. peters,47.84,1958-12-01,M,Democrat,2.0,general,2020,2020-05-11,2020-05-17,66,happy,white,50.3195603357082
gary c. peters,48.67,1958-12-01,M,Democrat,2.0,general,2020,2020-05-01,2020-05-05,66,happy,white,50.3195603357082
gary c. peters,46.0,1958-12-01,M,Democrat,2.0,general,2020,2020-04-28,2020-04-29,66,happy,white,50.3195603357082
gary c. peters,46.0,1958-12-01,M,Democrat,2.0,general,2020,2020-04-18,2020-04-21,66,happy,white,50.3195603357082
gary c. peters,47.83,1958-12-01,M,Democrat,2.0,general,2020,2020-04-09,2020-04-11,66,happy,white,50.3195603357082
gary c. peters,52.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-20,2020-10-25,66,happy,white,50.3195603357082
gary c. peters,50.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-20,2020-10-26,66,happy,white,50.3195603357082
gary c. peters,52.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-24,2020-10-24,66,happy,white,50.3195603357082
gary c. peters,49.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-20,2020-10-25,66,happy,white,50.3195603357082
gary c. peters,47.5,1958-12-01,M,Democrat,2.0,general,2020,2019-10-10,2019-10-16,66,happy,white,50.3195603357082
gary c. peters,45.9,1958-12-01,M,Democrat,2.0,general,2020,2019-10-31,2019-11-03,66,happy,white,50.3195603357082
gary c. peters,43.2,1958-12-01,M,Democrat,2.0,general,2020,2019-11-24,2019-11-26,66,happy,white,50.3195603357082
gary c. peters,43.5,1958-12-01,M,Democrat,2.0,general,2020,2020-01-03,2020-01-07,66,happy,white,50.3195603357082
gary c. peters,41.9,1958-12-01,M,Democrat,2.0,general,2020,2020-01-08,2020-01-20,66,happy,white,50.3195603357082
gary c. peters,45.0,1958-12-01,M,Democrat,2.0,general,2020,2020-03-31,2020-04-01,66,happy,white,50.3195603357082
gary c. peters,45.0,1958-12-01,M,Democrat,2.0,general,2020,2020-02-12,2020-02-18,66,happy,white,50.3195603357082
gary c. peters,40.24,1958-12-01,M,Democrat,2.0,general,2020,2020-03-05,2020-03-07,66,happy,white,50.3195603357082
gary c. peters,50.5,1958-12-01,M,Democrat,2.0,general,2020,2020-03-12,2020-03-16,66,happy,white,50.3195603357082
gary c. peters,42.0,1958-12-01,M,Democrat,2.0,general,2020,2020-03-16,2020-03-20,66,happy,white,50.3195603357082
gary c. peters,42.15,1958-12-01,M,Democrat,2.0,general,2020,2020-03-30,2020-04-01,66,happy,white,50.3195603357082
heidi heitkamp,43.0,1955-10-30,F,Democrat,1.0,general,2018,2018-02-21,2018-02-24,69,neutral,white,8.663680887043517
heidi heitkamp,42.0,1955-10-30,F,Democrat,1.0,general,2018,2018-10-27,2018-10-30,69,neutral,white,8.663680887043517
heidi heitkamp,42.0,1955-10-30,F,Democrat,1.0,general,2018,2018-10-27,2018-10-30,69,neutral,white,8.663680887043517
heidi heitkamp,45.5,1955-10-30,F,Democrat,1.0,general,2018,2018-10-23,2018-10-24,69,neutral,white,8.663680887043517
heidi heitkamp,40.0,1955-10-30,F,Democrat,1.0,general,2018,2018-10-12,2018-10-19,69,neutral,white,8.663680887043517
heidi heitkamp,41.0,1955-10-30,F,Democrat,1.0,general,2018,2018-09-29,2018-10-02,69,neutral,white,8.663680887043517
heidi heitkamp,41.0,1955-10-30,F,Democrat,1.0,general,2018,2018-09-29,2018-10-02,69,neutral,white,8.663680887043517
heidi heitkamp,41.0,1955-10-30,F,Democrat,1.0,general,2018,2018-09-17,2018-09-27,69,neutral,white,8.663680887043517
heidi heitkamp,44.0,1955-10-30,F,Democrat,1.0,general,2018,2018-09-08,2018-09-11,69,neutral,white,8.663680887043517
heidi heitkamp,42.0,1955-10-30,F,Democrat,1.0,general,2018,2018-09-08,2018-09-11,69,neutral,white,8.663680887043517
heidi heitkamp,46.0,1955-10-30,F,Democrat,1.0,general,2018,2018-06-11,2018-07-02,69,neutral,white,8.663680887043517
heidi heitkamp,46.0,1955-10-30,F,Democrat,1.0,general,2018,2018-06-11,2018-07-02,69,neutral,white,8.663680887043517
heidi heitkamp,46.0,1955-10-30,F,Democrat,1.0,general,2018,2018-06-11,2018-07-02,69,neutral,white,8.663680887043517
heidi heitkamp,44.0,1955-10-30,F,Democrat,1.0,general,2018,2018-06-11,2018-07-02,69,neutral,white,8.663680887043517
heidi heitkamp,45.0,1955-10-30,F,Democrat,1.0,general,2018,2018-06-11,2018-07-02,69,neutral,white,8.663680887043517
heidi heitkamp,44.0,1955-10-30,F,Democrat,1.0,general,2018,2018-06-13,2018-06-15,69,neutral,white,8.663680887043517
heidi heitkamp,44.0,1955-10-30,F,Democrat,1.0,general,2018,2018-02-18,2018-02-20,69,neutral,white,8.663680887043517
heidi heitkamp,47.0,1955-10-30,F,Democrat,1.0,general,2018,2018-06-11,2018-07-02,69,neutral,white,8.663680887043517
james e. risch,53.36,1943-05-03,M,Republican,2.0,general,2020,2020-08-29,2020-09-01,81,happy,white,14.529241159937367
james lankford,59.0,1968-03-04,M,Republican,3.0,general,2022,2022-08-31,2022-09-07,56,surprise,white,2.8414981580408387
james lankford,56.0,1968-03-04,M,Republican,3.0,general,2022,2022-11-05,2022-11-06,56,surprise,white,2.8414981580408387
james lankford,52.0,1968-03-04,M,Republican,3.0,general,2022,2022-10-26,2022-10-28,56,surprise,white,2.8414981580408387
james lankford,61.5,1968-03-04,M,Republican,3.0,general,2022,2022-10-25,2022-10-28,56,surprise,white,2.8414981580408387
james lankford,51.0,1968-03-04,M,Republican,3.0,general,2022,2022-10-24,2022-10-28,56,surprise,white,2.8414981580408387
james lankford,52.0,1968-03-04,M,Republican,3.0,general,2022,2022-10-13,2022-10-15,56,surprise,white,2.8414981580408387
james lankford,51.0,1968-03-04,M,Republican,3.0,general,2022,2022-10-10,2022-10-12,56,surprise,white,2.8414981580408387
james lankford,51.7,1968-03-04,M,Republican,3.0,general,2022,2022-10-04,2022-10-06,56,surprise,white,2.8414981580408387
james lankford,52.0,1968-03-04,M,Republican,3.0,general,2022,2022-09-19,2022-09-21,56,surprise,white,2.8414981580408387
james lankford,49.12,1968-03-04,M,Republican,3.0,general,2022,2022-09-15,2022-09-18,56,surprise,white,2.8414981580408387
james lankford,52.1,1968-03-04,M,Republican,3.0,general,2022,2022-09-02,2022-09-07,56,surprise,white,2.8414981580408387
james m. inhofe,46.0,1934-11-17,M,Republican,2.0,general,2020,2020-09-17,2020-09-20,90,happy,white,29.794733149061827
james m. inhofe,57.3,1934-11-17,M,Republican,2.0,general,2020,2020-09-02,2020-09-08,90,happy,white,29.794733149061827
james m. inhofe,56.4,1934-11-17,M,Republican,2.0,general,2020,2020-10-15,2020-10-20,90,happy,white,29.794733149061827
james m. inhofe,57.0,1934-11-17,M,Republican,2.0,general,2020,2020-03-05,2020-03-08,90,happy,white,29.794733149061827
james m. inhofe,50.0,1934-11-17,M,Republican,2.0,general,2020,2020-07-29,2020-07-30,90,happy,white,29.794733149061827
jeanne shaheen,54.0,1947-01-28,F,Democrat,2.0,general,2020,2020-07-16,2020-07-28,77,happy,white,59.93191924222657
jeanne shaheen,54.0,1947-01-28,F,Democrat,2.0,general,2020,2020-10-23,2020-10-26,77,happy,white,59.93191924222657
jeanne shaheen,57.0,1947-01-28,F,Democrat,2.0,general,2020,2020-10-16,2020-10-26,77,happy,white,59.93191924222657
jeanne shaheen,55.0,1947-01-28,F,Democrat,2.0,general,2020,2020-10-09,2020-10-12,77,happy,white,59.93191924222657
jeanne shaheen,50.8,1947-01-28,F,Democrat,2.0,general,2020,2020-10-08,2020-10-12,77,happy,white,59.93191924222657
jeanne shaheen,53.0,1947-01-28,F,Democrat,2.0,general,2020,2020-10-01,2020-10-04,77,happy,white,59.93191924222657
jeanne shaheen,55.2,1947-01-28,F,Democrat,2.0,general,2020,2020-09-30,2020-10-01,77,happy,white,59.93191924222657
jeanne shaheen,56.0,1947-01-28,F,Democrat,2.0,general,2020,2020-09-25,2020-09-28,77,happy,white,59.93191924222657
jeanne shaheen,54.0,1947-01-28,F,Democrat,2.0,general,2020,2020-09-24,2020-09-28,77,happy,white,59.93191924222657
jeanne shaheen,56.0,1947-01-28,F,Democrat,2.0,general,2020,2020-09-17,2020-09-25,77,happy,white,59.93191924222657
jeanne shaheen,54.0,1947-01-28,F,Democrat,2.0,general,2020,2020-08-28,2020-09-01,77,happy,white,59.93191924222657
jeanne shaheen,53.0,1947-01-28,F,Democrat,2.0,general,2020,2020-08-28,2020-09-01,77,happy,white,59.93191924222657
jeanne shaheen,54.0,1947-01-28,F,Democrat,2.0,general,2020,2020-07-16,2020-07-28,77,happy,white,59.93191924222657
jeanne shaheen,51.0,1947-01-28,F,Democrat,2.0,general,2020,2020-06-18,2020-06-22,77,happy,white,59.93191924222657
jeanne shaheen,56.0,1947-01-28,F,Democrat,2.0,general,2020,2019-09-20,2019-09-24,77,happy,white,59.93191924222657
jeanne shaheen,50.0,1947-01-28,F,Democrat,2.0,general,2020,2020-05-14,2020-05-18,77,happy,white,59.93191924222657
jeanne shaheen,52.0,1947-01-28,F,Democrat,2.0,general,2020,2020-05-14,2020-05-18,77,happy,white,59.93191924222657
jeanne shaheen,49.0,1947-01-28,F,Democrat,2.0,general,2020,2020-02-19,2020-02-25,77,happy,white,59.93191924222657
jeanne shaheen,51.0,1947-01-28,F,Democrat,2.0,general,2020,2020-02-19,2020-02-25,77,happy,white,59.93191924222657
jeanne shaheen,52.0,1947-01-28,F,Democrat,2.0,general,2020,2020-02-19,2020-02-25,77,happy,white,59.93191924222657
jeanne shaheen,58.0,1947-01-28,F,Democrat,2.0,general,2020,2019-12-12,2019-12-16,77,happy,white,59.93191924222657
jeanne shaheen,54.0,1947-01-28,F,Democrat,2.0,general,2020,2020-10-24,2020-10-28,77,happy,white,59.93191924222657
jeanne shaheen,49.1,1947-01-28,F,Democrat,2.0,general,2020,2019-09-06,2019-09-09,77,happy,white,59.93191924222657
jeanne shaheen,47.0,1947-01-28,F,Democrat,2.0,general,2020,2019-08-12,2019-08-14,77,happy,white,59.93191924222657
jeanne shaheen,51.0,1947-01-28,F,Democrat,2.0,general,2020,2019-08-02,2019-08-06,77,happy,white,59.93191924222657
jeanne shaheen,52.0,1947-01-28,F,Democrat,2.0,general,2020,2019-08-02,2019-08-06,77,happy,white,59.93191924222657
jeanne shaheen,44.1,1947-01-28,F,Democrat,2.0,general,2020,2019-02-21,2019-02-22,77,happy,white,59.93191924222657
jeanne shaheen,41.0,1947-01-28,F,Democrat,2.0,general,2020,2019-02-07,2019-02-15,77,happy,white,59.93191924222657
jeanne shaheen,45.0,1947-01-28,F,Democrat,2.0,general,2020,2019-02-07,2019-02-15,77,happy,white,59.93191924222657
jeanne shaheen,50.0,1947-01-28,F,Democrat,2.0,general,2020,2020-06-18,2020-06-22,77,happy,white,59.93191924222657
jeanne shaheen,57.0,1947-01-28,F,Democrat,2.0,general,2020,2020-10-26,2020-10-28,77,happy,white,59.93191924222657
jeanne shaheen,52.0,1947-01-28,F,Democrat,2.0,general,2020,2019-11-22,2019-11-26,77,happy,white,59.93191924222657
jeff merkley,55.0,1956-10-24,M,Democrat,2.0,general,2020,2020-09-26,2020-09-29,68,neutral,white,-30.98241391620025
jerry moran,54.0,1954-05-29,M,Republican,3.0,general,2022,2022-08-31,2022-09-07,70,happy,white,52.48092638079847
jerry moran,57.5,1954-05-29,M,Republican,3.0,general,2022,2022-08-08,2022-08-10,70,happy,white,52.48092638079847
jerry moran,45.3,1954-05-29,M,Republican,3.0,general,2022,2022-09-15,2022-09-18,70,happy,white,52.48092638079847
jerry moran,54.2,1954-05-29,M,Republican,3.0,general,2022,2022-10-27,2022-10-29,70,happy,white,52.48092638079847
joe donnelly,55.0,1955-09-29,M,Democrat,1.0,general,2018,2018-10-13,2018-10-15,69,happy,latino hispanic,34.26972694667271
joe donnelly,41.0,1955-09-29,M,Democrat,1.0,general,2018,2018-10-12,2018-10-16,69,happy,latino hispanic,34.26972694667271
joe donnelly,44.0,1955-09-29,M,Democrat,1.0,general,2018,2018-10-12,2018-10-16,69,happy,latino hispanic,34.26972694667271
joe donnelly,40.0,1955-09-29,M,Democrat,1.0,general,2018,2018-10-14,2018-10-17,69,happy,latino hispanic,34.26972694667271
joe donnelly,43.0,1955-09-29,M,Democrat,1.0,general,2018,2018-10-15,2018-10-20,69,happy,latino hispanic,34.26972694667271
joe donnelly,43.0,1955-09-29,M,Democrat,1.0,general,2018,2018-10-23,2018-10-26,69,happy,latino hispanic,34.26972694667271
joe donnelly,45.0,1955-09-29,M,Democrat,1.0,general,2018,2018-10-24,2018-10-28,69,happy,latino hispanic,34.26972694667271
joe donnelly,47.0,1955-09-29,M,Democrat,1.0,general,2018,2018-10-24,2018-10-28,69,happy,latino hispanic,34.26972694667271
joe donnelly,40.0,1955-09-29,M,Democrat,1.0,general,2018,2018-10-07,2018-10-10,69,happy,latino hispanic,34.26972694667271
joe donnelly,41.8,1955-09-29,M,Democrat,1.0,general,2018,2018-11-03,2018-11-05,69,happy,latino hispanic,34.26972694667271
joe donnelly,43.3,1955-09-29,M,Democrat,1.0,general,2018,2018-11-02,2018-11-04,69,happy,latino hispanic,34.26972694667271
joe donnelly,42.6,1955-09-29,M,Democrat,1.0,general,2018,2018-11-01,2018-11-03,69,happy,latino hispanic,34.26972694667271
joe donnelly,44.4,1955-09-29,M,Democrat,1.0,general,2018,2018-10-31,2018-11-02,69,happy,latino hispanic,34.26972694667271
joe donnelly,46.2,1955-09-29,M,Democrat,1.0,general,2018,2018-10-26,2018-10-27,69,happy,latino hispanic,34.26972694667271
joe donnelly,39.0,1955-09-29,M,Democrat,1.0,general,2018,2018-09-30,2018-10-03,69,happy,latino hispanic,34.26972694667271
joe donnelly,43.0,1955-09-29,M,Democrat,1.0,general,2018,2018-09-29,2018-10-02,69,happy,latino hispanic,34.26972694667271
joe donnelly,41.0,1955-09-29,M,Democrat,1.0,general,2018,2018-09-29,2018-10-02,69,happy,latino hispanic,34.26972694667271
joe donnelly,46.0,1955-09-29,M,Democrat,1.0,general,2018,2018-05-10,2018-05-15,69,happy,latino hispanic,34.26972694667271
joe donnelly,46.0,1955-09-29,M,Democrat,1.0,general,2018,2018-06-11,2018-07-02,69,happy,latino hispanic,34.26972694667271
joe donnelly,46.0,1955-09-29,M,Democrat,1.0,general,2018,2018-06-11,2018-07-02,69,happy,latino hispanic,34.26972694667271
joe donnelly,48.0,1955-09-29,M,Democrat,1.0,general,2018,2018-06-11,2018-07-02,69,happy,latino hispanic,34.26972694667271
joe donnelly,46.0,1955-09-29,M,Democrat,1.0,general,2018,2018-06-11,2018-07-02,69,happy,latino hispanic,34.26972694667271
joe donnelly,47.0,1955-09-29,M,Democrat,1.0,general,2018,2018-06-11,2018-07-02,69,happy,latino hispanic,34.26972694667271
joe donnelly,50.7,1955-09-29,M,Democrat,1.0,general,2018,2018-07-31,2018-08-07,69,happy,latino hispanic,34.26972694667271
joe donnelly,49.0,1955-09-29,M,Democrat,1.0,general,2018,2018-08-26,2018-08-29,69,happy,latino hispanic,34.26972694667271
joe donnelly,48.0,1955-09-29,M,Democrat,1.0,general,2018,2018-08-26,2018-08-29,69,happy,latino hispanic,34.26972694667271
joe donnelly,44.0,1955-09-29,M,Democrat,1.0,general,2018,2018-08-26,2018-08-29,69,happy,latino hispanic,34.26972694667271
joe donnelly,43.0,1955-09-29,M,Democrat,1.0,general,2018,2018-08-26,2018-08-29,69,happy,latino hispanic,34.26972694667271
joe donnelly,42.0,1955-09-29,M,Democrat,1.0,general,2018,2018-09-08,2018-09-11,69,happy,latino hispanic,34.26972694667271
joe donnelly,43.0,1955-09-29,M,Democrat,1.0,general,2018,2018-09-08,2018-09-11,69,happy,latino hispanic,34.26972694667271
joe donnelly,34.0,1955-09-29,M,Democrat,1.0,general,2018,2018-09-12,2018-09-19,69,happy,latino hispanic,34.26972694667271
joe donnelly,45.6,1955-09-29,M,Democrat,1.0,general,2018,2018-09-12,2018-09-19,69,happy,latino hispanic,34.26972694667271
joe donnelly,42.7,1955-09-29,M,Democrat,1.0,general,2018,2018-10-30,2018-11-01,69,happy,latino hispanic,34.26972694667271
joe donnelly,40.0,1955-09-29,M,Democrat,1.0,general,2018,2018-10-26,2018-11-01,69,happy,latino hispanic,34.26972694667271
joe donnelly,44.0,1955-09-29,M,Democrat,1.0,general,2018,2018-06-11,2018-07-02,69,happy,latino hispanic,34.26972694667271
joe donnelly,43.0,1955-09-29,M,Democrat,1.0,general,2018,2018-10-24,2018-10-28,69,happy,latino hispanic,34.26972694667271
joe donnelly,41.6,1955-09-29,M,Democrat,1.0,general,2018,2018-10-24,2018-10-30,69,happy,latino hispanic,34.26972694667271
joe donnelly,42.0,1955-09-29,M,Democrat,1.0,general,2018,2018-10-27,2018-10-30,69,happy,latino hispanic,34.26972694667271
joe donnelly,45.0,1955-09-29,M,Democrat,1.0,general,2018,2018-10-27,2018-10-30,69,happy,latino hispanic,34.26972694667271
joe donnelly,42.0,1955-09-29,M,Democrat,1.0,general,2018,2018-10-25,2018-10-31,69,happy,latino hispanic,34.26972694667271
